id,status_group
68831,non functional
42058,functional needs repair
7902,functional
65022,functional needs repair
28086,functional needs repair
45360,functional
45083,non functional
32905,functional
39259,functional needs repair
38013,functional
38895,functional
35123,non functional
7111,non functional
35613,non functional
49983,functional needs repair
7539,non functional
70967,functional needs repair
37779,non functional
17732,functional
40619,non functional
13128,non functional
62321,non functional
41884,functional needs repair
22763,non functional
56616,functional
48446,functional
59810,functional needs repair
15364,functional
28596,non functional
16194,functional needs repair
63304,non functional
18910,functional
60481,non functional
42567,functional needs repair
44374,non functional
1807,functional
51223,functional
15702,non functional
11806,functional needs repair
54631,functional needs repair
27402,non functional
3372,non functional
64730,non functional
17064,functional needs repair
26829,functional
9453,functional
67241,functional
73217,functional
66403,functional
48472,functional needs repair
64553,functional
24516,non functional
20160,functional needs repair
6966,functional needs repair
65057,functional
17269,functional needs repair
11662,functional
27280,functional needs repair
39968,functional needs repair
33060,functional needs repair
50189,functional
8863,functional needs repair
18527,functional needs repair
49700,functional
71248,functional needs repair
52907,non functional
7891,non functional
50648,non functional
51640,functional
56160,non functional
61205,functional
37237,functional needs repair
39476,functional
12645,functional needs repair
65423,functional needs repair
59104,non functional
12613,non functional
20577,functional
32896,functional needs repair
22800,functional
15436,functional needs repair
28147,non functional
62337,non functional
46824,functional
37508,functional
55768,non functional
60117,non functional
59651,non functional
40212,functional
73448,functional
51073,functional needs repair
5001,functional
33581,functional needs repair
71443,functional needs repair
52469,non functional
56512,functional
36028,functional
22096,functional
48869,non functional
2988,non functional
18857,functional
5138,non functional
13512,functional needs repair
20209,functional
48604,functional
66879,functional
40331,non functional
49860,non functional
43322,functional
13054,functional
51553,functional
10459,non functional
58533,non functional
31297,functional
63877,functional needs repair
42620,non functional
45603,functional
5494,non functional
22161,functional
3807,non functional
9865,functional
23557,functional needs repair
48471,non functional
13087,functional
67705,non functional
31275,non functional
66376,functional
29811,non functional
47938,functional needs repair
60613,functional
13300,non functional
42764,non functional
62481,non functional
5483,functional needs repair
72602,functional
72209,non functional
60017,functional needs repair
320,functional needs repair
44190,functional
44812,functional needs repair
19675,non functional
24619,functional needs repair
51059,non functional
4253,functional needs repair
64624,functional
3451,non functional
28982,functional
11328,functional
41177,functional
15005,functional
42649,functional needs repair
33997,functional needs repair
9917,functional needs repair
55120,functional
59177,functional needs repair
17066,non functional
8462,functional
28474,functional needs repair
19611,functional
53689,functional needs repair
69613,non functional
40335,functional needs repair
21223,non functional
48646,non functional
58015,functional needs repair
56587,functional needs repair
47054,non functional
66850,functional needs repair
19266,functional
41509,functional needs repair
50766,non functional
14113,functional needs repair
42577,non functional
60521,non functional
31241,functional needs repair
31095,functional
42850,functional needs repair
37852,functional needs repair
62257,functional
